Year,Reporting Period,Filing Date,Filing Record Identifier,Filing Type,Correction Type,Political Consultant (PC) Name,PC Business Name,PC Business Address 1,PC Business City,PC Business State,PC Business Zip Code,PC Business County,PC Business Country,PC Business Telephone Number,Client Type,Client Name,Office Held/Sought,Client Business Address 1,Client Business City,Client Business State,Client Business Zip Code,Client Business Country,Client Business Telephone Number,Name of Person with Controlling Interest in Business,Description of Services Provided,Registration ID,Reporting Period ID
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,82ND STREET ACADEMICS,,81 10 35TH AVENUE,JACKSON HEIGHTS,NEW YORK,11372,UNITED STATES,718-457-0429,"TOMPKINS, RONALD  ",STRATEGIC COUNSEL (BUDGET) -NYC COUNCIL AND CITY AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,ACACIA NETWORK INC,,300 EAST 175TH ST,BRONX,NEW YORK,10457,UNITED STATES,347-649-3037,"RUSSI, RAUL  ","STRATEGIC COUNSEL BUDGET- NYS LEGISLATURE AND NYC COUNCIL, RELEVANT AGENCIES",PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,ACADIA SHERMAN AVENUE LLC,,411 THEODORE FREMD AVENUE,RYE,NEW YORK,10580,UNITED STATES,513-988-5273,"JULIUS, TOM  ",LEGISLATIVE STRATEGIC COUNSEL- NYC COUNCIL AND CITY AGENCIES ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,ALLSTATE,,2775 SANDERS RD,NORTHBROOK,ILLINOIS,60062,UNITED STATES,845-402-5000,"SMITH, RYAN  ",LEGISLATIVE STRATEGIC COUNSEL- NYC LEGISLATURE ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,AMERICAN CHEMISTRY COUNCIL INC,,700 2ND ST NE,WASHINGTON,DISTRICT OF COLUMBIA,20002,UNITED STATES,202-249-7000,"DOMALLY, BIANCA  ",LEGISLATIVE STRATEGIC COUNSEL- NYC COUNCIL AND CITY AGENCIES ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,ASDR REALTY CORP,,868 39TH ST,BROOKLYN,NEW YORK,11232,UNITED STATES,718-564-2202,"DRENIS, JERRY  ",LEGISLATIVE STRATEGIC COUNSEL -NYC COUNCIL AND CITY AGENCIES ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,BIOTECHNOLOGY INNOVATION ORGANIZATION,,80 SOUTH SUMMIT ST,AKRON,OHIO,44308,UNITED STATES,330-761-9960,"WHITAKER, SCOTT  ",LEGISLATIVE STRATEGIC COUNSEL- NYS LEGISLATURE AND STATE AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,CHARTER COMMUNICATIONS OPERATING LLC,,1099 NEW YORK AVENUE NW SUITE 650,WASHINGTON,DISTRICT OF COLUMBIA,20007,UNITED STATES,202-621-1910,"FALK, ADAM  ",LEGISLATIVE STRATEGIC COUNSEL- NYS LEGISLATURE AND NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,COMUNILIFE INC,,214 W 29TH ST,NEW YORK,NEW YORK,10001,UNITED STATES,212-219-1618,"GIL, ROSA A ",STRATEGIC COUNSEL (BUDGET) NYC COUNCIL AND NYS LEGISLATURE,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,CSC HOLDING LLC,,1111 STEWARD AVENUE,BETHPAGE,NEW YORK,11714,UNITED STATES,516-803-2300,"ROSENBLUM, LISA  ",LEGISLATIVE AND STRATEGIC COUNSEL - NYS LEGISLATURE AND RELEVANT AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,DJ AMBULETTE SERVICE,,1200 ZEREGA SERVICE,BRONX,NEW YORK,10462,UNITED STATES,718-828-9800,"SQUITERI, STEVE  ",TO PROVIDE LEGISLATIVE AND STRATEGIC COUNSEL - NYC COUNCIL AND CITY AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,DRAFTKING INC,,125 SUMMER ST SUITE 510,BOSTON,MASSACHUSETTS,02110,UNITED STATES,301-980-2133,"DENT, TIM  ",LEGISLATIVE STRATEGIC COUNSEL - STATE LEGISLATURE AND EXECUTIVE BRANCH,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,FANDUEL INC,,300 PARK AVENUE SOUTH 14TH FL,NEW YORK,NEW YORK,10010,UNITED STATES,202-417-3525,"KING, MATT  ",LEGISLATIVE STRATEGIC COUNSEL - STATE LEGISLATURE AND EXECUTIVE BRANCH ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,FINANCIAL SERVICE CENTERS OF NEW YORK,,220 36TH ST SUITE 2A,BROOKLYN,NEW YORK,11232,UNITED STATES,718-965-6450,"DALESSIO, EDWARD  ",LEGISLATIVE AND STRATEGIC COUNSEL- NYS LEGISLATIVE AND NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,FUND OF THE CITY OF NEW YORK - CENTER OF COURT INNOVATION,,121 AVENUE OF THE AMERICAS 6TH FL,NEW YORK,NEW YORK,10013,UNITED STATES,212-925-6675,"MCCORMICK, MARY  ",BUDGET STRATEGIC COUNSEL - STATE LEGISLATURE AND EXECUTIVE BRANCH,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,GLOBAL STRATEGY GROUP (PERSHING SQUARE),,215 PARK AVENUE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,UNITED STATES,212-260-8813,"SILVAN, JOHN  ",LEGISLATIVE STRATEGIC COUNSEL -NYS LEGISLATURE,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,GREATER NEW YORK HOSPITAL ASSOCIATION,,555 WEST 57TH ST,NEW YORK,NEW YORK,10019,UNITED STATES,212-246-7100,"PERLMAN, LEE  ",LEGISLATIVE AND STRATEGIC COUNSEL- NYS LEGISLATURE AND RELEVANT STATE AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,LIVERY BASE OWNERS INC,,1642 SAINT NICHOLAS AVE,NEW YORK,NEW YORK,10040,UNITED STATES,212-927-3589,"ALTAMIRANO, JOSE  ",LEGISLATIVE STRATEGIC COUNSEL - NYS LEGISLATIVE AND NYC COUNSEL AND CITY AGENCIES. ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,MID BRONX HAULAGE CORP,,408 COSTER ST,BRONX,NEW YORK,10474,UNITED STATES,718-893-4256,"SIRICO, ARNOLD  ",LEGISLATIVE STRATEGIC COUNSEL -NYS LEGISLATURE AND NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,MONTEFIORE HEALTH SYSTEM INC,,555 SOUTH BROADWAY,TARRYTOWN,NEW YORK,10591,UNITED STATES,718-920-9000,"RICHMOND, LYNN  ",STRATEGIC COUNSEL (BUDGET) NYS LEGISLATURE/EXECUTIVE BRANCH AND NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,MSG SPORTS AND ENTERTAINMENT LLC,,TWO PENN PLAZA,NEW YORK,NEW YORK,10121,UNITED STATES,212-465-5977,"BAKER, IRENE  ",LEGISLATIVE STRATEGIC COUNSEL- NYC COUNCIL AND CITY AGENCIES ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,MUNICIPAL PARKING SERVICES,,12450 WAYZATA BOULEVARD,MINNETONKA,MINNESOTA,55305,UNITED STATES,651-221-4496,"HUDSON, THOMAS  ",STRATEGIC COUNSEL - NYS LEGISLATURE ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,NATIONAL MEDTRANS NETWORK & IPA,,992 SOUTH 2ND ST,RONKONKOMA,NEW YORK,11779,UNITED STATES,631-389-8098,"WINAKOR, ANDREW  ",LEGISLATIVE AND STRATEGIC COUNSEL- NYS LEGISLATURE AND RELEVANT STATE AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,NEW YORK STATE HEALTH FOUNDATION - GLOBAL STRATEGIES GROUP,,215 PARK AVENUE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,UNITED STATES,212-260-8813,"SILVAN, JOHN  ",LEGISLATIVE STRATEGIC COUNSEL - NYC COUNCIL AND RELEVANT CITY AGENCIES ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,PHARMACIST SOCIETY OF THE STATE OF NEW YORK INC,,210 WASHINGTON AVENUE EXTENSION SUITE 101,ALBANY,NEW YORK,12203,UNITED STATES,518-869-6595,"FEBRAIO, KATHY  ",LEGISLATIVE AND STRATEGIC COUNSEL- NYS LEGISLATURE AND RELEVANT STATE AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,SAMARITAN DAYTON INC (SAMARITAN FOUNDATION INC),,138 02 QUEENS BOULEVARD,BRIARWOOD,NEW YORK,11435,UNITED STATES,718-206-2000,"HERNANDEZ, TINO  ",STRATEGIC COUNSEL BUDGET - NYS LEGISLATURE AND NYC COUNCIL AND CITY AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,SANITATION SALVAGE CORP,,421 MANIDA ST,BRONX,NEW YORK,10474,UNITED STATES,718-893-9300,"SQUITIERI, STEVEN  ",LEGISLATIVE STRATEGIC COUNSEL- NYS LEGISLATURE AND NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,TAHL-PROPP MANHATTAN NORTH INVESTORS IV LLC,,405 PARK AVENUE,NEW YORK,NEW YORK,10022,UNITED STATES,212-678-8000,"TAHL, JOSEPH  ",PROVIDE LEGISLATIVE STRATEGIC COUNSEL- NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,THE COCA-COLA COMPANY,,ONE COCA-COLA PLAZA,ATLANTA,GEORGIA,30313,UNITED STATES,404-676-2121,"SUTLIVE, CHARLES  ",LEGISLATIVE STRATEGIC COUNSEL- NYC COUNCIL AND CITY AGENCIES ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,THE JEWISH THEOLOGICAL SEMINARY,,3080 BROADWAY,NEW YORK,NEW YORK,10027,UNITED STATES,212-678-8000,"GARY, MARC  ",STRATEGIC COUNSEL- NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,TRANSPORT WORKERS UNION LOCAL 100,,80 WEST END AVENUE,NEW YORK,NEW YORK,10005,UNITED STATES,212-873-6000,"SAMUELSON, JOHN  ",LEGISLATIVE STRATEGIC COUNSEL - NYS LEGISLATURE & NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,UNITED FOOD AND COMMERCIAL WORKERS (UFCW) LOCAL 2013,,9235 4TH AVENUE,BROOKLYN,NEW YORK,11209,UNITED STATES,718-745-3487,"CAROTENUTO, LOUIS  ",LEGISLATIVE STRATEGIC COUNSEL- NYS LEGISLATURE AND NYC COUNCIL,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,URBAN HEALTH PLAN INC,,1065 SOUTHERN BLVD,BRONX,NEW YORK,10459,UNITED STATES,718-991-4833,"HERNANDEZ, PALOMA  ",BUDGET & STRATEGIC COUNSEL - NYS LEGISLATURE AND NYC CITY COUNCIL AND CITY AGENCIES,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,VERA INSTITUTE OF JUSTICE INC,,233 BROADWAY 12TH FL,NEW YORK,NEW YORK,10279,UNITED STATES,212-334-1300,"IACONO, ADIAR  ",BUDGET AND STRATEGIC COUNSEL- NYS LEGISLATURE ,PC-201701241000002,2
2016,JULY 1 - DECEMBER 31,2017-02-03T00:00:00,PCF-201701241000002,PUBLIC DISCLOSURE,,"MIRANDA, LUIS A JR",MIRRAM GROUP LLC,215 PARK AVE SOUTH 15TH FL,NEW YORK,NEW YORK,10003,NEW YORK,UNITED STATES,212-544-2200,CLIENT BUSINESS NAME,WESTCHESTER AMBULETTE SERVICE,,58 PALISADES AVENUE,YONKERS,NEW YORK,10701,UNITED STATES,718-968-2500,"SOIFER, WAYNE  ",TO PROVIDE LEGISLATIVE AND STRATEGIC COUNSEL - NYC COUNCIL AND CITY AGENCIES,PC-201701241000002,2
